ID,Cikis,Varis,Musteri,Tip,Tonaj,Mesafe,Maliyet,Fiyat,Gecikme
TRK-17698,Mersin,Ambarlı,Amazon,Denizyolu,8136,1968,5047.42,6440.46,2
TRK-17699,Ambarlı,Samsun,Apple,Denizyolu,11471,3768,13238.74,16721.34,0
TRK-17700,Ambarlı,Batum,Vestel,Denizyolu,10087,704,2275.71,2911.09,1
TRK-17701,Ambarlı,Mersin,Beko,Karayolu,2176,3462,11078.06,12306.2,1
TRK-17702,İzmir,Batum,Arçelik,Denizyolu,7323,3563,5964.05,6576.62,0
TRK-17703,Hamburg,Rotterdam,Beko,Demiryolu,14067,3084,7700.55,8832.77,2
TRK-17704,Samsun,Mersin,Beko,Demiryolu,8672,3001,7862.03,9707.61,2
TRK-17705,Ambarlı,İskenderun,Amazon,Denizyolu,22790,1596,3859.55,4607.23,5
TRK-17706,Mersin,İskenderun,Vestel,Karayolu,33689,2618,8347.05,10115.79,5
TRK-17707,Rotterdam,İzmir,Amazon,Karayolu,39110,601,2468.21,3135.5,0
TRK-17708,Hamburg,İzmir,Şişecam,Demiryolu,4436,3817,11721.47,15121.8,0
TRK-17709,İskenderun,Batum,Beko,Demiryolu,2336,1978,5491.04,7118.12,0
TRK-17710,İzmir,İskenderun,Apple,Denizyolu,25814,2897,6995.29,8399.5,0
TRK-17711,Hamburg,İzmir,Vestel,Demiryolu,33382,1427,4895.63,6287.41,0
TRK-17712,Hamburg,Ambarlı,Beko,Karayolu,13699,2331,5815.2,6941.47,0
TRK-17713,Mersin,İzmir,Beko,Demiryolu,32791,2558,9086.82,11256.68,2
TRK-17714,Samsun,Ambarlı,Beko,Demiryolu,20681,1588,5566.88,7082.07,0
TRK-17715,Mersin,İzmir,Amazon,Denizyolu,19652,2186,3943.5,5100.32,0
TRK-17716,Mersin,Samsun,Amazon,Denizyolu,34631,4211,10354.15,11946.35,0
TRK-17717,Ambarlı,Samsun,Tofaş,Denizyolu,14011,1789,3933.75,4335.25,0
TRK-17718,Batum,İzmir,Amazon,Denizyolu,29076,2236,7825.37,9281.93,0
TRK-17719,Ambarlı,İskenderun,Şişecam,Demiryolu,31435,1578,3980.09,5060.76,1
TRK-17720,Ambarlı,İzmir,Şişecam,Demiryolu,33735,1878,4711.69,5278.65,0
TRK-17721,Batum,İskenderun,Beko,Demiryolu,32380,4973,9078.94,11329.28,5
TRK-17722,İzmir,Samsun,Apple,Karayolu,29625,3947,11270.16,14014.91,5
TRK-17723,Ambarlı,Rotterdam,Apple,Karayolu,38460,2346,5477.03,6339.25,1
TRK-17724,Batum,Hamburg,Tofaş,Demiryolu,17250,1666,4324.02,5452.51,5
TRK-17725,Samsun,Ambarlı,Amazon,Demiryolu,8508,3341,8344.31,10813.42,0
TRK-17726,Hamburg,Rotterdam,Beko,Denizyolu,8072,3062,10737.85,13306.52,0
TRK-17727,Ambarlı,Rotterdam,Şişecam,Denizyolu,14162,2862,5182.2,6067.57,5
TRK-17728,Samsun,Rotterdam,Arçelik,Denizyolu,34682,4237,12892.35,15292.16,5
TRK-17729,Ambarlı,Rotterdam,Vestel,Denizyolu,9016,231,818.17,976.03,0
TRK-17730,Rotterdam,İzmir,Şişecam,Demiryolu,4314,4957,14311.56,18193.06,0
TRK-17731,İzmir,Hamburg,Beko,Denizyolu,38230,809,2654.93,2942.84,0
TRK-17732,Batum,Mersin,Amazon,Denizyolu,35030,2182,3864.99,4802.12,1
TRK-17733,İskenderun,Batum,Şişecam,Denizyolu,23286,920,3084.63,3607.95,0
TRK-17734,Rotterdam,İskenderun,Tofaş,Karayolu,2779,1786,4068.48,4863.59,5
TRK-17735,Mersin,İskenderun,Apple,Karayolu,30870,500,1672.87,1878.16,0
TRK-17736,İskenderun,İzmir,Beko,Denizyolu,39406,2477,8770.52,10469.49,0
TRK-17737,Mersin,Rotterdam,Arçelik,Denizyolu,38061,3611,6511.18,7990.97,5
TRK-17738,Batum,Mersin,Amazon,Denizyolu,8787,2294,4923.5,5881.12,0
TRK-17739,Samsun,Rotterdam,Şişecam,Demiryolu,28277,1391,3369.68,3787.64,0
TRK-17740,Batum,İzmir,Apple,Denizyolu,20835,1622,4374.14,4996.65,1
TRK-17741,Mersin,Ambarlı,Apple,Karayolu,29400,1194,2453.9,2850.41,0
TRK-17742,Batum,Samsun,Tofaş,Demiryolu,44287,3649,8837.41,11397.94,0
TRK-17743,İskenderun,İzmir,Vestel,Demiryolu,1743,1599,3358.28,3767.63,1
TRK-17744,Samsun,Batum,Amazon,Demiryolu,6015,585,1225.81,1503.82,0
TRK-17745,İzmir,Hamburg,Apple,Karayolu,21049,4979,16799.84,18636.9,0
TRK-17746,Mersin,Rotterdam,Apple,Demiryolu,2760,3507,10723.3,12152.81,2
TRK-17747,İzmir,Hamburg,Amazon,Karayolu,21708,2808,7365.92,8236.7,0
TRK-17748,İzmir,Hamburg,Amazon,Denizyolu,11069,1945,6189.48,7961.91,1
TRK-17749,Ambarlı,Rotterdam,Apple,Karayolu,14977,2311,6316.26,7452.28,5
TRK-17750,Mersin,Rotterdam,Vestel,Demiryolu,36277,2146,4104.57,4829.19,2
TRK-17751,Samsun,Hamburg,Beko,Denizyolu,39150,3070,7091.51,8925.02,0
TRK-17752,İskenderun,İzmir,Apple,Karayolu,38322,1129,4236.37,5032.36,2
TRK-17753,Mersin,Samsun,Vestel,Denizyolu,31446,1839,5287.24,6291.39,1
TRK-17754,Batum,Mersin,Apple,Demiryolu,2305,4519,8446.92,10788.29,0
TRK-17755,Rotterdam,Ambarlı,Tofaş,Karayolu,34125,3620,11628.58,14020.56,1
TRK-17756,Rotterdam,Batum,Şişecam,Demiryolu,5519,3325,7092.3,8053.61,0
TRK-17757,Batum,Rotterdam,Şişecam,Demiryolu,24947,1271,4331.28,4993.4,0
TRK-17758,İzmir,İskenderun,Tofaş,Demiryolu,29044,3692,5886.35,6951.41,0
TRK-17759,Samsun,Rotterdam,Arçelik,Demiryolu,25009,3553,6778.69,8806.74,0
TRK-17760,Hamburg,İzmir,Amazon,Denizyolu,29583,4250,10501.98,12346.55,2
TRK-17761,Ambarlı,Hamburg,Arçelik,Denizyolu,29383,2010,7059.59,8350.23,0
TRK-17762,Mersin,Samsun,Tofaş,Karayolu,4751,630,1147.92,1302.88,0
TRK-17763,Samsun,Hamburg,Beko,Demiryolu,31197,2464,7485.04,9726.66,0
TRK-17764,İskenderun,Rotterdam,Şişecam,Demiryolu,23823,4546,14403.56,16014.81,5
TRK-17765,Batum,Samsun,Apple,Demiryolu,30355,3706,7755.79,9130.91,1
TRK-17766,Samsun,Rotterdam,Tofaş,Denizyolu,6406,4167,10638.72,13159.48,2
TRK-17767,Samsun,Ambarlı,Vestel,Denizyolu,34439,1742,4056.59,4731.39,1
TRK-17768,Ambarlı,Batum,Apple,Demiryolu,24803,3883,8562.45,10374.6,5
TRK-17769,Batum,Hamburg,Apple,Karayolu,20108,339,782.12,979.47,2
TRK-17770,Ambarlı,Mersin,Beko,Demiryolu,12152,3762,12391.86,14392.03,0
TRK-17771,İzmir,Mersin,Şişecam,Denizyolu,29245,3772,10716.34,13119.43,0
TRK-17772,Hamburg,İzmir,Apple,Demiryolu,15468,1257,2637.45,3236.9,0
TRK-17773,Ambarlı,İskenderun,Beko,Demiryolu,41402,658,1495.13,1894.35,2
TRK-17774,Rotterdam,Samsun,Amazon,Karayolu,36573,2983,10777.34,13111.1,0
TRK-17775,Samsun,Batum,Vestel,Karayolu,16921,976,1993.2,2538.82,0
TRK-17776,Rotterdam,İskenderun,Vestel,Demiryolu,38494,3874,6924.07,8343.83,5
TRK-17777,Hamburg,İzmir,Apple,Karayolu,40887,2911,6372.74,7767.04,0
TRK-17778,Mersin,Rotterdam,Amazon,Demiryolu,9063,1368,4512.3,5849.8,5
TRK-17779,Ambarlı,Batum,Tofaş,Denizyolu,41684,3127,10194.34,11318.36,0
TRK-17780,Batum,Hamburg,Arçelik,Karayolu,14112,3030,10646.75,13050.17,0
TRK-17781,Samsun,Ambarlı,Apple,Denizyolu,23231,2115,6823.88,8719.48,5
TRK-17782,Ambarlı,Batum,Apple,Denizyolu,41229,4504,12589.94,16120.24,1
TRK-17783,Hamburg,Rotterdam,Beko,Karayolu,14603,325,1238.31,1581.88,5
TRK-17784,Batum,Hamburg,Vestel,Demiryolu,13731,4050,7173.79,7916.99,0
TRK-17785,Samsun,Rotterdam,Beko,Denizyolu,36078,2539,8030.85,9274.33,0
TRK-17786,İzmir,Samsun,Vestel,Denizyolu,25784,1339,3999.28,4955.7,2
TRK-17787,Batum,Hamburg,Amazon,Denizyolu,4744,312,562.45,710.71,0
TRK-17788,İzmir,Hamburg,Beko,Denizyolu,11851,1041,2067.47,2503.34,1
TRK-17789,Rotterdam,Mersin,Şişecam,Demiryolu,9760,414,1495.91,1815.52,1
TRK-17790,İskenderun,Rotterdam,Amazon,Karayolu,31183,4672,9433.73,11784.58,0
TRK-17791,Rotterdam,Hamburg,Vestel,Karayolu,38649,4802,11840.86,13873.78,1
TRK-17792,Ambarlı,Batum,Apple,Demiryolu,36044,3296,7182.15,8923.91,0
TRK-17793,Samsun,Rotterdam,Tofaş,Denizyolu,16485,1275,2735.34,3256.75,0
TRK-17794,Ambarlı,İskenderun,Beko,Karayolu,31308,2547,8230.83,10653.06,0
TRK-17795,İzmir,Ambarlı,Vestel,Denizyolu,6688,2989,7757.19,9552.12,0
TRK-17796,Rotterdam,Mersin,Amazon,Denizyolu,2496,1396,3739.18,4252.28,0
TRK-17797,Mersin,İskenderun,Arçelik,Demiryolu,28408,2114,5552.86,6581.16,0
TRK-17798,Batum,Samsun,Şişecam,Demiryolu,13787,1133,1870.37,2128.34,0
TRK-17799,Ambarlı,İzmir,Amazon,Karayolu,34277,1437,4260.94,5050.04,5
TRK-17800,Mersin,Ambarlı,Vestel,Karayolu,2026,2036,4704.64,5254.29,0
TRK-17801,Rotterdam,Batum,Şişecam,Karayolu,33614,4349,7123.41,9166.72,2
TRK-17802,Mersin,Batum,Tofaş,Karayolu,18659,2238,4632.3,5137.21,0
TRK-17803,Samsun,Ambarlı,Arçelik,Karayolu,25090,2517,6861.08,7747.67,0
TRK-17804,Hamburg,Batum,Tofaş,Denizyolu,33849,785,2772.68,3536.08,0
TRK-17805,Batum,Hamburg,Amazon,Demiryolu,27265,2856,8276.91,9647.55,0
TRK-17806,Rotterdam,Mersin,Amazon,Denizyolu,29749,1301,3933.14,5053.74,0
TRK-17807,Samsun,İskenderun,Şişecam,Denizyolu,15563,1373,2708.82,3019.54,0
TRK-17808,Samsun,İzmir,Şişecam,Demiryolu,30363,1213,4501.81,5770.34,0
TRK-17809,Rotterdam,Batum,Amazon,Denizyolu,15337,3356,10872.12,13298.07,0
TRK-17810,Hamburg,Ambarlı,Beko,Karayolu,34100,481,1494.84,1778.49,1
TRK-17811,Samsun,Batum,Şişecam,Karayolu,39268,3555,11778.89,13071.65,1
TRK-17812,İskenderun,Batum,Apple,Denizyolu,39680,4940,13197.65,14563.18,0
TRK-17813,Rotterdam,Mersin,Amazon,Denizyolu,15429,1905,3301.39,4269.11,2
TRK-17814,Hamburg,Ambarlı,Şişecam,Denizyolu,1307,2716,4924.9,6269.35,0
TRK-17815,İskenderun,Mersin,Apple,Demiryolu,36158,1895,4316.83,5272.52,0
TRK-17816,İskenderun,Rotterdam,Şişecam,Demiryolu,7992,3344,7063.81,8690.28,0
TRK-17817,İzmir,Batum,Tofaş,Denizyolu,9072,419,1291.06,1513.88,0
TRK-17818,İzmir,Hamburg,Tofaş,Demiryolu,35094,2928,8562.12,10026.18,0
TRK-17819,İzmir,Rotterdam,Tofaş,Demiryolu,5115,518,1102.03,1287.75,0
TRK-17820,Batum,Ambarlı,Şişecam,Demiryolu,43298,4071,7041.27,8557.19,1
TRK-17821,Hamburg,Ambarlı,Vestel,Karayolu,26732,896,3166.57,3813.77,0
TRK-17822,Batum,Samsun,Amazon,Karayolu,34497,4750,12363.93,13921.36,1
TRK-17823,İzmir,İskenderun,Amazon,Karayolu,37492,792,2037.15,2315.84,5
TRK-17824,İskenderun,Mersin,Amazon,Demiryolu,7000,4670,15148.64,18355.38,0
TRK-17825,Rotterdam,İskenderun,Amazon,Karayolu,26628,2682,4406.96,5083.81,0
TRK-17826,Ambarlı,İzmir,Apple,Denizyolu,18623,570,1710.78,2066.46,1
TRK-17827,İskenderun,Ambarlı,Tofaş,Demiryolu,34118,1200,2391.12,3032.1,0
TRK-17828,Hamburg,Rotterdam,Arçelik,Karayolu,19467,4228,14145.55,16452.91,0
TRK-17829,Samsun,Rotterdam,Arçelik,Demiryolu,40490,4302,10143.64,12100.82,0
TRK-17830,Rotterdam,Ambarlı,Apple,Karayolu,8540,2173,6791.86,8183.82,2
TRK-17831,İzmir,Rotterdam,Apple,Demiryolu,38780,2723,7342.07,8842.86,0
TRK-17832,İzmir,Batum,Beko,Denizyolu,30027,2262,6267.73,7153.63,0
TRK-17833,Samsun,Mersin,Apple,Karayolu,6229,436,1209.0,1564.35,1
TRK-17834,İskenderun,Ambarlı,Vestel,Denizyolu,2186,2853,9104.9,11193.31,0
TRK-17835,Mersin,İzmir,Arçelik,Demiryolu,13484,4886,9524.66,10513.37,0
TRK-17836,Batum,Samsun,Arçelik,Demiryolu,30635,448,1184.4,1363.85,5
TRK-17837,Rotterdam,İzmir,Şişecam,Denizyolu,32099,1563,3113.36,3525.14,0
TRK-17838,İzmir,Rotterdam,Amazon,Demiryolu,38132,2554,5705.58,6753.4,0
TRK-17839,Batum,Rotterdam,Arçelik,Karayolu,26513,406,1468.85,1661.84,0
TRK-17840,Samsun,İzmir,Beko,Karayolu,15601,205,824.46,1029.98,5
TRK-17841,Hamburg,Ambarlı,Arçelik,Karayolu,5364,2890,9587.88,12279.75,0
TRK-17842,İzmir,Hamburg,Amazon,Denizyolu,22289,2869,8600.15,9759.42,0
TRK-17843,Rotterdam,İskenderun,Beko,Demiryolu,5344,4227,13641.22,15190.33,0
TRK-17844,Batum,İskenderun,Arçelik,Karayolu,25429,3829,11548.59,13194.23,2
TRK-17845,İskenderun,Ambarlı,Tofaş,Denizyolu,26235,1489,5343.03,6147.78,5
TRK-17846,Hamburg,Samsun,Vestel,Demiryolu,27212,1010,1871.97,2139.52,2
TRK-17847,İzmir,Ambarlı,Vestel,Karayolu,37608,4880,8349.54,10222.03,1
TRK-17848,Samsun,Rotterdam,Tofaş,Karayolu,9394,3232,7036.44,7919.41,0
TRK-17849,İskenderun,Rotterdam,Arçelik,Karayolu,30492,4794,8254.29,9195.01,2
TRK-17850,Hamburg,İskenderun,Apple,Denizyolu,17882,3419,9430.86,10557.73,1
TRK-17851,Rotterdam,İzmir,Amazon,Karayolu,5243,3634,11475.92,14811.2,0
TRK-17852,Hamburg,Ambarlı,Beko,Demiryolu,36119,2059,7022.55,7822.04,5
TRK-17853,Hamburg,Batum,Apple,Demiryolu,8936,737,2150.64,2670.42,0
TRK-17854,Hamburg,İskenderun,Vestel,Karayolu,27304,1506,3074.82,3401.81,2
TRK-17855,İzmir,Hamburg,Şişecam,Denizyolu,19112,3664,12891.75,16678.03,0
TRK-17856,Ambarlı,İzmir,Apple,Demiryolu,40540,4257,14685.77,16438.0,5
TRK-17857,İzmir,İskenderun,Tofaş,Demiryolu,18258,4383,9700.05,11189.59,1
TRK-17858,Hamburg,Ambarlı,Beko,Denizyolu,3249,1304,3651.31,4157.82,0
TRK-17859,İzmir,Mersin,Amazon,Karayolu,12103,3601,7874.64,8788.37,5
TRK-17860,İskenderun,Batum,Apple,Denizyolu,4619,1124,3546.46,4557.5,0
TRK-17861,Rotterdam,Hamburg,Amazon,Karayolu,43636,1713,3428.1,3940.77,2
TRK-17862,Samsun,Mersin,Apple,Karayolu,9443,2727,6973.6,8063.96,0
TRK-17863,Rotterdam,Hamburg,Arçelik,Demiryolu,8543,3614,7675.16,9535.8,0
TRK-17864,Rotterdam,Mersin,Apple,Demiryolu,9315,601,1801.89,2188.46,1
TRK-17865,Mersin,İzmir,Şişecam,Denizyolu,24832,3177,6357.25,8142.17,0
TRK-17866,Hamburg,İskenderun,Tofaş,Demiryolu,3563,2223,3431.91,3853.98,0
TRK-17867,Samsun,Rotterdam,Tofaş,Denizyolu,1896,3399,9383.67,11094.06,1
TRK-17868,İskenderun,Hamburg,Apple,Demiryolu,39015,1647,3497.51,3928.47,0
TRK-17869,Samsun,İskenderun,Şişecam,Denizyolu,1464,1062,2838.48,3587.35,5
TRK-17870,Batum,Rotterdam,Vestel,Karayolu,39040,4721,11821.93,14257.8,1
TRK-17871,İzmir,Batum,Beko,Demiryolu,32270,4695,12301.87,14738.04,0
TRK-17872,Rotterdam,Ambarlı,Beko,Denizyolu,36054,3843,8456.41,10162.76,1
TRK-17873,Ambarlı,İskenderun,Tofaş,Demiryolu,44548,1633,5703.07,7403.91,2
TRK-17874,İskenderun,Ambarlı,Apple,Karayolu,6302,3708,5798.87,6546.9,1
TRK-17875,Ambarlı,İzmir,Vestel,Demiryolu,8097,3601,7579.81,9652.98,5
TRK-17876,İzmir,Hamburg,Apple,Karayolu,21568,4241,10406.15,13282.84,1
TRK-17877,Samsun,Batum,Beko,Denizyolu,33265,692,1553.48,1871.2,0
TRK-17878,Samsun,Hamburg,Amazon,Denizyolu,34127,1812,6456.16,8174.33,0
TRK-17879,Mersin,İskenderun,Amazon,Karayolu,14656,1950,4394.54,5498.26,5
TRK-17880,İskenderun,Mersin,Şişecam,Demiryolu,17111,3790,13052.49,14555.56,2
TRK-17881,Hamburg,Ambarlı,Beko,Demiryolu,22102,712,2584.8,3294.2,0
TRK-17882,İzmir,İskenderun,Tofaş,Demiryolu,39462,1098,3927.85,4505.27,1
TRK-17883,Rotterdam,Ambarlı,Arçelik,Demiryolu,24391,3767,12370.56,14347.13,1
TRK-17884,İzmir,Rotterdam,Şişecam,Demiryolu,4887,1450,3147.49,3513.84,0
TRK-17885,Mersin,Batum,Apple,Karayolu,16508,3472,12146.05,14980.03,0
TRK-17886,İzmir,Hamburg,Beko,Demiryolu,11474,1228,3080.99,3832.82,2
TRK-17887,Ambarlı,İskenderun,Amazon,Karayolu,11783,693,2165.3,2677.24,0
TRK-17888,İzmir,Samsun,Arçelik,Denizyolu,16702,3718,10935.9,13682.64,2
TRK-17889,İzmir,Mersin,Apple,Karayolu,20707,1506,2914.16,3737.76,5
TRK-17890,Ambarlı,Mersin,Şişecam,Karayolu,23787,2931,8532.81,9803.17,0
TRK-17891,İskenderun,Samsun,Beko,Demiryolu,30995,2045,4789.78,5421.34,0
TRK-17892,İskenderun,Mersin,Amazon,Karayolu,28078,4006,13426.24,15427.52,0
TRK-17893,Samsun,Mersin,Amazon,Demiryolu,39390,446,1262.45,1417.68,0
TRK-17894,Mersin,Samsun,Vestel,Karayolu,15576,3106,8312.09,10466.71,0
TRK-17895,İzmir,Mersin,Vestel,Denizyolu,42364,3673,10017.17,12593.73,5
TRK-17896,Batum,İskenderun,Vestel,Karayolu,41270,4420,7825.14,8685.51,0
TRK-17897,Mersin,Rotterdam,Arçelik,Denizyolu,39901,1744,3680.36,4141.85,0
TRK-17898,Samsun,İzmir,Vestel,Demiryolu,41934,955,2523.44,3189.21,0
TRK-17899,Mersin,İzmir,Beko,Denizyolu,11992,3660,8322.16,9273.93,0
TRK-17900,Samsun,İzmir,Amazon,Denizyolu,36748,3284,5861.1,6739.55,0
TRK-17901,Ambarlı,Mersin,Arçelik,Denizyolu,3387,860,2892.0,3606.53,0
TRK-17902,Batum,İskenderun,Tofaş,Denizyolu,35199,2744,7176.63,8543.03,1
TRK-17903,Batum,Hamburg,Şişecam,Karayolu,6147,1185,3805.24,4778.3,1
TRK-17904,Batum,Ambarlı,Vestel,Denizyolu,33085,1750,4238.37,4674.37,1
TRK-17905,Batum,Mersin,Tofaş,Denizyolu,26102,901,3339.36,4141.99,0
TRK-17906,Rotterdam,İzmir,Beko,Karayolu,12206,4420,10203.12,11364.39,5
TRK-17907,Hamburg,İskenderun,Apple,Demiryolu,2867,1586,3405.59,3838.99,2
TRK-17908,Hamburg,Ambarlı,Arçelik,Demiryolu,25815,2230,6614.84,7296.75,5
TRK-17909,Rotterdam,Batum,Şişecam,Karayolu,21289,4294,11613.33,14564.38,5
TRK-17910,Ambarlı,İzmir,Şişecam,Denizyolu,29150,4185,9456.82,11160.39,0
TRK-17911,Mersin,Batum,Apple,Denizyolu,10525,4819,7740.39,8750.65,1
TRK-17912,Samsun,İskenderun,Vestel,Demiryolu,12551,1181,2888.35,3751.96,1
TRK-17913,Ambarlı,Mersin,Arçelik,Demiryolu,12783,1018,3279.96,4117.79,0
TRK-17914,İskenderun,İzmir,Şişecam,Denizyolu,21223,2885,6436.82,8324.9,0
TRK-17915,İzmir,Hamburg,Vestel,Demiryolu,29402,4219,9533.93,11219.23,0
TRK-17916,İzmir,Ambarlı,Arçelik,Demiryolu,15241,3829,8068.24,10103.36,1
TRK-17917,Rotterdam,Samsun,Amazon,Denizyolu,11394,2701,4990.77,5947.36,0
TRK-17918,Mersin,İskenderun,Şişecam,Denizyolu,8157,1427,4513.23,5008.41,2
TRK-17919,Samsun,Mersin,Şişecam,Denizyolu,40155,1598,5624.11,6897.03,2
TRK-17920,Samsun,İzmir,Vestel,Karayolu,3342,4626,7419.54,8548.11,2
TRK-17921,Batum,Samsun,Beko,Denizyolu,22771,2503,5498.02,6944.43,5
TRK-17922,Batum,İzmir,Tofaş,Karayolu,42366,752,3036.73,3625.0,0
TRK-17923,Hamburg,Mersin,Beko,Karayolu,18907,2118,5737.02,7440.01,2
TRK-17924,İskenderun,Ambarlı,Şişecam,Karayolu,16502,4116,12713.65,14931.93,2
TRK-17925,İzmir,Hamburg,Amazon,Karayolu,6138,1223,3693.39,4443.75,1
TRK-17926,İskenderun,İzmir,Arçelik,Karayolu,36455,825,2594.48,3063.53,0
TRK-17927,Mersin,Rotterdam,Tofaş,Demiryolu,27076,742,1721.22,2013.33,2
TRK-17928,İskenderun,İzmir,Tofaş,Denizyolu,33728,3629,6440.41,7581.02,0
TRK-17929,Ambarlı,Mersin,Vestel,Denizyolu,38686,1226,2859.43,3703.56,0
TRK-17930,İzmir,Hamburg,Vestel,Demiryolu,35412,4954,11962.3,15536.17,0
TRK-17931,Ambarlı,Rotterdam,Şişecam,Denizyolu,13805,2973,9572.47,10663.32,0
TRK-17932,Samsun,Mersin,Vestel,Demiryolu,31495,3914,9963.1,12588.29,0
TRK-17933,İzmir,Ambarlı,Amazon,Karayolu,15666,2249,3859.3,4998.94,2
TRK-17934,Mersin,Ambarlı,Amazon,Denizyolu,32182,4262,11212.55,14136.51,0
TRK-17935,Rotterdam,İskenderun,Beko,Karayolu,43754,1546,5259.63,5814.14,1
TRK-17936,İskenderun,İzmir,Şişecam,Demiryolu,29793,2465,6235.5,7350.05,1
TRK-17937,Hamburg,Samsun,Vestel,Demiryolu,37729,2122,7264.97,8982.03,2
TRK-17938,Samsun,Ambarlı,Şişecam,Karayolu,17625,2522,8037.19,9973.53,0
TRK-17939,Batum,Samsun,Tofaş,Denizyolu,9259,3705,7681.99,9230.23,0
TRK-17940,Ambarlı,Samsun,Vestel,Karayolu,36494,3136,9612.67,11035.6,0
TRK-17941,Batum,Rotterdam,Arçelik,Denizyolu,44587,3080,9975.48,12940.84,2
TRK-17942,Hamburg,Mersin,Tofaş,Demiryolu,26275,339,976.26,1220.49,1
TRK-17943,Batum,Rotterdam,Tofaş,Demiryolu,29589,885,1772.66,2234.46,2
TRK-17944,Mersin,Batum,Amazon,Karayolu,19800,2868,10225.86,11757.56,1
TRK-17945,Hamburg,Ambarlı,Tofaş,Denizyolu,10149,666,2077.49,2522.08,2
TRK-17946,Samsun,İzmir,Apple,Denizyolu,37410,1294,3431.39,4049.24,0
TRK-17947,Mersin,Hamburg,Beko,Karayolu,32897,293,1219.81,1386.01,5
TRK-17948,Rotterdam,İzmir,Amazon,Demiryolu,30844,4451,14618.91,18034.79,1
TRK-17949,Ambarlı,İzmir,Vestel,Karayolu,40504,1541,4424.76,5334.05,2
TRK-17950,Ambarlı,İzmir,Arçelik,Demiryolu,19708,2063,4312.28,5563.03,1
TRK-17951,Samsun,İskenderun,Beko,Denizyolu,21078,2092,6947.56,8132.62,0
TRK-17952,Mersin,Batum,Apple,Karayolu,35447,4735,15124.96,19016.02,0
TRK-17953,Batum,Mersin,Apple,Karayolu,7894,2604,4637.75,5774.64,0
TRK-17954,Batum,Ambarlı,Arçelik,Demiryolu,38451,3944,11230.39,12550.54,5
TRK-17955,Rotterdam,Batum,Arçelik,Denizyolu,19981,3647,5956.24,6969.87,1
TRK-17956,Samsun,Rotterdam,Apple,Denizyolu,35621,1246,2330.76,2739.01,0
TRK-17957,Batum,Hamburg,Arçelik,Karayolu,15696,4117,12513.72,15663.79,1
TRK-17958,Ambarlı,Batum,Tofaş,Denizyolu,34569,4633,12420.37,15482.29,0
TRK-17959,Hamburg,Batum,Apple,Karayolu,15838,1812,5672.02,7222.44,5
TRK-17960,Samsun,Mersin,Amazon,Karayolu,35742,3481,9771.91,11819.26,0
TRK-17961,Mersin,Samsun,Amazon,Karayolu,36950,1527,4878.3,5704.51,0
TRK-17962,İzmir,Hamburg,Arçelik,Denizyolu,43642,4269,7139.03,8106.11,2
TRK-17963,İzmir,Ambarlı,Şişecam,Demiryolu,20515,3280,7702.61,9481.27,5
TRK-17964,Mersin,Samsun,Beko,Demiryolu,26869,1984,3680.84,4413.67,0
TRK-17965,Samsun,Rotterdam,Apple,Demiryolu,35925,2471,7834.81,9881.87,0
TRK-17966,Hamburg,Mersin,Arçelik,Denizyolu,24475,2536,4616.55,5562.21,0
TRK-17967,Samsun,Ambarlı,Amazon,Denizyolu,4283,270,465.83,580.03,0
TRK-17968,Rotterdam,Hamburg,Apple,Denizyolu,15655,3895,10836.77,12693.95,5
TRK-17969,Hamburg,Rotterdam,Apple,Denizyolu,23409,1195,2574.37,2924.32,2
TRK-17970,Mersin,Rotterdam,Tofaş,Demiryolu,1982,2527,6529.06,8329.7,0
TRK-17971,Rotterdam,İzmir,Tofaş,Demiryolu,9332,2203,7385.28,9537.34,1
TRK-17972,Hamburg,Mersin,Şişecam,Denizyolu,9534,3216,8560.64,10267.61,2
TRK-17973,Mersin,İzmir,Beko,Demiryolu,42784,2795,9059.45,10670.09,0
TRK-17974,İzmir,Ambarlı,Şişecam,Denizyolu,30784,370,1251.76,1424.22,1
TRK-17975,Rotterdam,İskenderun,Tofaş,Denizyolu,2459,4319,12235.27,13503.02,5
TRK-17976,Ambarlı,Mersin,Apple,Demiryolu,32788,2613,8172.72,9019.18,0
TRK-17977,Hamburg,İskenderun,Şişecam,Karayolu,40963,3159,6138.52,7382.6,0
TRK-17978,Ambarlı,İzmir,Amazon,Denizyolu,13555,3106,8801.67,11365.8,1
TRK-17979,Batum,Hamburg,Arçelik,Demiryolu,7199,3702,9316.46,11676.52,5
TRK-17980,Rotterdam,Ambarlı,Şişecam,Denizyolu,27982,932,3061.84,3939.05,0
TRK-17981,İzmir,Hamburg,Şişecam,Demiryolu,5177,3388,5476.99,6960.67,5
TRK-17982,Ambarlı,Rotterdam,Apple,Denizyolu,35438,3054,5054.42,6308.21,1
TRK-17983,İskenderun,Samsun,Vestel,Demiryolu,13426,2688,6287.21,7827.4,0
TRK-17984,Rotterdam,İskenderun,Apple,Denizyolu,40463,4973,11872.74,13859.86,0
TRK-17985,Rotterdam,Samsun,Arçelik,Denizyolu,2747,840,2240.53,2609.03,0
TRK-17986,Mersin,Batum,Şişecam,Demiryolu,34529,4400,15205.86,18712.01,0
TRK-17987,Rotterdam,Batum,Beko,Demiryolu,42659,3399,7195.86,8982.23,1
TRK-17988,Samsun,İzmir,Şişecam,Denizyolu,39520,1225,3439.18,3916.62,0
